Date,qobs,qmod
1985-04-02,0,0.86011195
1985-04-03,0,0.56475973
1985-04-04,0,0.48486364
1985-04-05,0,0.4798458
1985-04-06,0,0.47159964
1985-04-07,0,0.46262363
1985-04-08,0,0.45482454
1985-04-09,0,0.6185814
1985-04-10,0,0.61476964
1985-04-11,0,0.45967817
1985-04-12,0,0.42323464
1985-04-13,0,0.4151646
1985-04-14,0,0.4099484
1985-04-15,0,0.39979926
1985-04-16,0,0.39104497
1985-04-17,0,0.3830375
1985-04-18,0,0.37552512
1985-04-19,0,0.36739942
1985-04-20,0,0.39205974
1985-04-21,0,3.1881294
1985-04-22,0,0.9714139
1985-04-23,0,0.35566503
1985-04-24,0,0.33176082
1985-04-28,0,0.3021587
1985-04-29,0,0.29556042
1985-04-30,0,0.28909624
1985-05-01,0,0.28276652
1985-05-02,0,0.2765715
1985-05-03,0,0.270511
1985-05-04,0,0.26458442
1985-05-05,0,0.25973442
1985-05-06,0,0.85771614
1985-05-07,0,0.5972338
1985-05-08,0,0.6006696
1985-05-09,0,0.30753273
1985-05-10,0,0.23331514
1985-05-11,0,0.22675467
1985-05-12,0,0.22185375
1985-05-13,0,0.27173838
1985-05-14,0,0.35348237
1985-05-15,0,0.27746567
1985-05-16,0,0.27988172
1985-05-17,0,0.21275191
1985-05-18,0,0.20233423
1985-05-19,0,0.1922885
1985-05-20,0,0.18678817
1985-05-21,0,0.19576071
1985-05-22,0,0.31547382
1985-05-23,0,0.33849868
1985-05-24,0,0.3432025
1985-05-25,0,0.38552418
1985-05-26,0,0.785369
1985-05-27,0,0.27891025
1985-05-28,0,0.15826777
1985-05-29,0,0.15510297
1985-05-30,0,0.15202248
1985-05-31,0,0.14902213
1985-06-01,0,0.15515427
1985-06-02,0,0.23289832
1985-06-07,0,0.1300984
1985-06-08,0,0.1276691
1985-06-09,0,0.12543005
1985-06-10,0,0.1230235
1985-06-11,0,0.120752566
1985-06-12,0,0.11856532
1985-06-13,0,0.11643452
1985-06-14,0,0.11435862
1985-06-15,0,0.11233611
1985-06-16,0,0.110365525
1985-06-17,0,0.10844542
1985-06-18,0,0.12784898
1985-06-19,0,0.12737866
1985-06-20,0,0.10815263
1985-06-21,0,0.101541184
1985-06-22,0,0.09955439
1985-06-23,0,0.09790902
1985-06-24,0,0.09630507
1985-06-25,0,0.09474138
1985-06-26,0,0.09321682
1985-06-27,0,0.09173029
1985-06-28,0,0.09028071
1985-06-29,0,0.08886705
1985-06-30,0,0.08748829
1985-07-01,0,0.08614348
1985-07-02,0,0.08483164
1985-07-03,0,0.08355184
1985-07-04,0,0.08230318
1985-07-05,0,0.081324615
1985-07-06,0,0.80007
1985-07-07,0,1.7012483
1985-07-10,0,0.07542434
1985-07-11,0,0.074372694
1985-07-12,0,0.07334631
1985-07-13,0,0.07234387
1985-07-14,0,0.07136471
1985-07-15,0,0.07040817
1985-07-16,0,0.06947365
1985-07-17,0,0.06856052
1985-07-18,0,0.06766819
1985-07-19,0,0.06679609
1985-07-20,0,0.06594366
1985-07-21,0,0.065110356
1985-07-22,0,0.06429566
1985-07-23,0,0.06349905
1985-07-24,0,0.06272004
1985-07-25,0,0.061958145
1985-07-26,0,0.0612129
1985-07-27,0,0.06048385
1985-07-28,0,0.05988918
1985-07-29,0,0.059096493
1985-07-30,0,0.058389533
1985-07-31,0,0.057720985
1985-08-01,0,0.057066567
1985-08-02,0,0.056425888
1985-08-03,0,0.055798575
1985-08-04,0,0.055184282
1985-08-05,0,0.06605591
1985-08-06,0,0.056305327
1985-08-07,0,0.05341612
1985-08-08,0,0.052850485
1985-08-09,0,0.052296273
1985-08-10,0,0.051753137
1985-08-11,0,0.051220793
1985-08-12,0,0.050698962
1985-08-13,0,0.05018736
1985-08-14,0,0.052867446
1985-08-15,0,0.1793649
1985-08-16,0,0.07481277
1985-11-03,0,0.4988814
1985-11-04,0,0.596551
1985-11-05,0,0.82403535
1985-11-06,0,0.46857893
1985-11-07,0,0.34789538
1985-11-08,0,0.33521372
1985-11-09,0,0.33361164
1985-11-10,0,0.3322813
1985-11-11,0,0.3325279
1985-11-12,0,0.3719222
1985-11-13,0,0.3341166
1985-11-14,0,0.32368803
1985-11-15,0,0.3192427
1985-11-16,0,0.31537423
1985-11-17,0,0.31157646
1985-11-18,0,0.31585646
1985-11-19,0,0.30677474
1985-11-20,0,4.0420723
1985-11-21,0,1.5133656
1985-11-22,0,0.40883356
1985-11-23,0,3.285478
1985-11-24,0,3.292476
1985-12-07,0,0.7667999
1985-12-08,0,0.7572989
1985-12-09,0,1.246959
1985-12-15,0,0.6625829
1985-12-16,0,0.6704551
1985-12-17,0,0.7682692
1985-12-18,0,0.6452786
1985-12-19,0,0.6046413
1985-12-20,0,0.590376
1985-12-21,0,0.5762719
1985-12-22,0,0.5758053
1985-12-23,0,0.67336667
1985-12-24,0,0.562276
1985-12-25,0,0.5224194
1986-01-18,0,0.43554777
1986-01-19,0,0.4070127
1986-03-13,0,1.1186941
1986-03-14,0,1.0422752
1986-03-15,0,1.0065616
1986-03-16,0,0.972122
1986-03-17,0,1.2712806
1986-03-18,0,1.1089921
1986-03-19,0,1.0015049
1986-03-20,0,0.8902309
1986-03-21,0,0.86064404
1986-04-08,0,0.4466167
1986-04-09,0,0.43234977
1986-04-10,0,0.41859743
1986-04-11,0,0.41306284
1986-04-12,0,0.4425618
1986-04-13,0,0.3946611
1986-04-14,0,0.5382221
1986-04-15,0,0.5988645
1986-04-16,0,0.39835933
1986-04-17,0,0.3373708
1986-04-18,0,0.32497674
1986-04-19,0,0.31508338
1986-04-20,0,0.3055439
1986-04-21,0,0.29634517
1986-04-22,0,0.28747466
1986-04-23,0,0.27892023
1986-04-24,0,0.2706703
1986-04-25,0,0.2920944
1986-04-26,0,0.7062463
1986-04-27,0,1.050039
1986-04-28,0,0.39171398
1986-04-29,0,0.37241694
1986-04-30,0,1.7033714
1986-05-01,0,0.98607725
1986-05-23,0,0.12874267
1986-05-24,0,0.12603955
1986-05-25,0,0.12341752
1986-05-26,0,0.12087389
1986-05-27,0,0.11840611
1986-05-28,0,0.11601172
1986-05-29,0,0.114533305
1986-05-30,0,0.11160382
1986-05-31,0,0.2776196
1986-06-01,0,0.18307237
1986-06-02,0,0.1153135
1986-06-03,0,0.10341744
1986-06-04,0,0.101113826
1986-06-05,0,0.09922648
1986-06-06,0,0.09739359
1986-06-07,0,0.09561335
1986-06-08,0,0.09388407
1986-06-09,0,0.09220409
1986-06-10,0,0.09057181
1986-06-11,0,0.08898569
1986-06-12,0,0.087563924
1986-06-13,0,0.11956522
1986-06-14,0,0.16909406
1986-06-15,0,0.11254277
1986-06-16,0,0.087409295
1986-06-17,0,0.08094919
1986-06-18,0,0.07905557
1986-06-19,0,0.077788815
1986-06-20,0,0.09788705
1986-06-21,0,0.088926345
1986-06-22,0,0.07653559
1986-06-23,0,0.073150836
1986-06-24,0,0.07194914
1986-06-25,0,0.07087282
1986-06-26,0,0.069824785
1986-06-27,0,0.06880416
1986-06-28,0,0.06781007
1986-06-29,0,0.06684168
1986-06-30,0,0.06589818
1986-07-01,0,0.0649788
1986-07-02,0,0.13504235
1986-07-03,0,0.08160588
1986-07-04,0,0.067452766
1986-07-05,0,0.06333586
1986-07-06,0,0.06297994
1986-07-07,0,0.122120626
1986-07-08,0,0.07302879
1986-07-09,0,0.05869316
1986-07-10,0,0.05767278
1986-07-11,0,0.0569569
1986-07-12,0,0.056258097
1986-07-13,0,0.05557585
1986-07-14,0,0.05490965
1986-07-15,0,0.054259017
1986-07-16,0,0.053623475
1986-07-17,0,0.053002585
1986-10-31,0,0.024689645
1986-11-01,0,0.024453744
1986-11-02,0,0.26088598
1986-11-03,0,0.2605593
1986-11-04,0,0.40762246
1986-11-05,0,0.21699707
1986-11-06,0,0.06369436
1986-11-07,0,0.1102922
1986-11-08,0,0.040493213
1986-11-09,0,0.023558358
1986-11-10,0,0.023450874
1986-11-11,0,0.033730805
1986-11-12,0,0.025332395
1986-11-13,0,0.023135332
1986-11-14,0,0.023032047
1986-11-15,0,0.022929747
1986-11-16,0,0.022828382
1986-11-17,0,0.022727938
1986-11-18,0,0.9635904
1986-11-19,0,0.21214154
1986-11-20,0,0.022435358
1986-11-21,0,0.02233511
1986-11-22,0,0.022239076
1986-11-23,0,0.022143887
1986-11-24,0,0.022049533
1987-01-05,0,0.055868294
1987-01-06,0,0.058357928
1987-01-07,0,0.07049686
1987-01-08,0,0.07990846
1987-01-09,0,0.09036766
1987-01-10,0,0.09537668
1987-01-11,0,0.10155166
1987-01-12,0,0.10758604
1987-01-13,0,0.11294562
1987-01-14,0,0.22239155
1987-01-15,0,0.14298342
1987-01-16,0,0.14653078
1987-02-06,0,0.17609486
1987-02-07,0,0.16269197
1987-02-08,0,0.27338055
1987-02-09,0,0.2252967
1987-02-10,0,0.16639467
1987-02-11,0,0.15771148
1987-02-12,0,0.27234635
1987-02-13,0,1.5423226
1987-02-26,0,0.3708754
1987-02-27,0,0.32946983
1987-02-28,0,0.3617793
1987-03-01,0,0.43632197
1987-03-02,0,1.3291291
1987-03-03,0,3.2135088
1987-03-04,0,1.1151346
1987-03-14,0,0.30533794
1987-03-15,0,0.30318794
1987-03-16,0,0.30069515
1987-03-17,0,0.30084267
1987-03-18,0,0.30992404
1987-03-19,0,0.29453328
1987-03-20,0,0.4732346
1987-03-21,0,0.35152933
1987-03-22,0,0.47235966
1987-03-23,0,0.36122084
1987-03-24,0,0.62517846
1987-03-25,0,0.4705588
1987-03-26,0,0.5403007
1987-03-27,0,0.32218137
1987-03-28,0,0.2601032
1987-03-29,0,0.25316107
1987-03-30,0,0.26769933
1987-03-31,0,0.24880637
1987-04-01,0,0.2522405
1987-04-02,0,0.23978223
1987-04-03,0,0.2331021
1987-04-04,0,0.47628555
1987-04-05,0,0.29918987
1987-04-06,0,0.2661714
1987-11-15,0,0.1539441
1987-11-16,0,0.041634914
1987-11-17,0,0.18313427
1987-11-18,0,0.08919001
1987-11-19,0,0.75100493
1987-11-20,0,0.25239843
1987-11-21,0,0.072052814
1987-11-22,0,0.028772254
1987-11-23,0,0.022084227
1987-11-24,0,0.049458634
1987-11-25,0,0.21879803
1987-11-26,0,0.060596712
1987-11-27,0,0.38274562
1987-11-28,0,0.2661011
1987-11-30,0,0.07421006
1987-12-03,0,0.5041378
