Date,qobs,qmod
2002-11-25,0,0.0021491486
2002-11-26,0,0.001602415
2002-11-27,0,0.0014909396
2002-11-28,0,0.0014610422
2002-11-29,0,0.0014465308
2002-11-30,0,0.006406033
2002-12-01,0,0.012789231
2002-12-02,0,0.010721162
2002-12-03,0,0.0054719076
2002-12-04,0,0.0027297556
2002-12-05,0,0.0022031264
2002-12-06,0,0.001938879
2002-12-07,0,0.06951311
2002-12-08,0,0.07046783
2002-12-09,0,0.017916894
2002-12-10,0,0.0044436106
2002-12-11,0,0.0019967754
2002-12-12,0,0.0017680757
2002-12-13,0,0.004276679
2002-12-14,0,0.003891675
2002-12-15,0,0.0023702644
2002-12-16,0,0.014639682
2002-12-17,0,0.033976454
2002-12-18,0,0.02796364
2002-12-19,0,0.015395457
2002-12-20,0,0.0079586115
2002-12-21,0,0.002517423
2002-12-22,0,0.0014896012
2002-12-23,0,0.0013612136
2002-12-24,0,0.0013067365
2002-12-25,0,0.0012261458
2002-12-26,0,0.005204141
2002-12-27,0,0.013895076
2002-12-28,0,0.011642512
2002-12-29,0,0.0041316245
2002-12-30,0,0.002473082
2002-12-31,0,0.010830993
2003-01-01,0,0.0427182
2003-01-02,0,0.04319351
2003-01-03,0,0.022551937
2003-01-04,0,0.010107365
2003-01-05,0,0.003450088
2003-01-06,0,0.02415547
2003-01-07,0,0.026002144
2003-01-08,0,0.008656512
2003-01-09,0,0.0025105968
2003-01-10,0,0.0013551482
2003-01-11,0,0.004388495
2003-01-12,0,0.034696013
2003-01-13,0,0.0315034
2003-01-14,0,0.0075171194
2003-01-15,0,0.004459575
2003-01-16,0,0.009313785
2003-01-17,0,0.02179357
2003-01-18,0,0.019511513
2003-01-19,0,0.0074535077
2003-01-20,0,0.0117895445
2003-01-21,0,0.010235446
2003-01-22,0,0.0028540352
2003-01-23,0,0.0022728376
2003-01-24,0,0.0031453841
2003-01-25,0,0.18292758
2003-01-26,0,0.20557728
2003-01-27,0,0.06495081
2003-01-28,0,0.013345567
2003-01-29,0,0.0038168617
2003-01-30,0,0.0021442412
2003-01-31,0,0.0019281217
2003-02-01,0,0.0027839646
2003-02-02,0,0.003641192
2003-02-03,0,0.0031478973
2003-02-04,0,0.019494785
2003-02-05,0,0.018896317
2003-02-06,0,0.011385689
2003-02-07,0,0.0288746
2003-02-08,0,0.045023076
2003-02-09,0,0.048486356
2003-02-10,0,0.0618391
2003-02-11,0,0.05372713
2003-02-12,0,0.05353518
2003-02-13,0,0.039901655
2003-02-14,0,0.01623456
2003-02-15,0,0.011692935
2003-02-16,0,0.010948206
2003-02-17,0,0.034422845
2003-02-18,0,0.0364882
2003-02-19,0,0.072264604
2003-02-20,0,0.09222421
2003-02-21,0,0.04501449
2003-02-22,0,0.011541687
2003-11-17,0,0.0022093903
2003-11-18,0,0.002038654
2003-11-19,0,0.0019174207
2003-11-20,0,0.0018820098
2003-11-21,0,0.0018628262
2003-11-22,0,0.0018468427
2003-11-23,0,0.0028700633
2003-11-24,0,0.0027981184
2003-11-25,0,0.001985654
2003-11-26,0,0.0023548459
2003-11-27,0,0.0022863229
2003-11-28,0,0.0028662498
2003-11-29,0,0.004396004
2003-11-30,0,0.0070908065
2003-12-01,0,0.018905181
2003-12-02,0,0.016673027
2003-12-03,0,0.0056667062
2003-12-04,0,0.0024327114
2003-12-05,0,0.032018732
2003-12-06,0,0.031903494
2003-12-07,0,0.00895979
2003-12-08,0,0.003290883
2003-12-09,0,0.0019282099
2003-12-10,0,0.0050712586
2003-12-11,0,0.008814187
2003-12-12,0,0.0059556556
2003-12-13,0,0.0023902836
2003-12-14,0,0.016360244
2003-12-15,0,0.018182972
2003-12-16,0,0.033822678
2003-12-17,0,0.049037214
2003-12-18,0,0.058069497
2003-12-19,0,0.03624241
2003-12-20,0,0.008047949
2003-12-21,0,0.0027127613
2003-12-22,0,0.0017034331
2003-12-23,0,0.0027178868
2003-12-24,0,0.0026027989
2003-12-25,0,0.0017509836
2003-12-26,0,0.036935434
2003-12-27,0,0.050622337
2003-12-28,0,0.18614577
2003-12-29,0,0.3748132
