Date,qobs,qmod
2002-11-12,0,0.69255984
2002-11-13,0,0.67751956
2002-11-14,0,0.6622381
2002-11-15,0,0.6448965
2002-11-16,0,0.7574242
2002-11-17,0,2.277296
2002-11-18,0,4.654605
2002-11-19,0,2.9019318
2002-11-20,0,1.872636
2002-11-21,0,1.6156962
2002-11-22,0,2.095324
2002-11-23,0,3.5920043
2002-11-24,0,2.2632942
2002-11-25,0,0.6775792
2002-11-26,0,0.49455106
2002-11-27,0,0.47884047
2002-11-28,0,0.4653877
2002-11-29,0,0.45295236
2002-11-30,0,1.8067774
2002-12-01,0,1.7829934
2002-12-02,0,0.9473766
2002-12-03,0,0.4407136
2002-12-04,0,0.39800262
2002-12-05,0,1.417326
2002-12-06,0,1.0435548
2002-12-07,0,0.37431756
2002-12-08,0,0.40832725
2002-12-09,0,0.41526338
2002-12-10,0,2.207373
2002-12-11,0,1.4225941
2002-12-12,0,0.3341735
2002-12-13,0,1.1133081
2002-12-14,0,0.73024756
2002-12-15,0,0.3075227
2002-12-16,0,1.5936254
2002-12-17,0,4.113626
2002-12-18,0,3.6196837
2002-12-19,0,2.503781
2002-12-20,0,1.503354
2002-12-21,0,0.27333233
2002-12-22,0,0.6871846
2002-12-23,0,1.5281976
2002-12-24,0,1.1805341
2002-12-25,0,0.24540275
2002-12-26,0,0.22569492
2002-12-27,0,1.1224179
2002-12-28,0,1.024339
2002-12-29,0,0.33218867
2002-12-30,0,0.44127157
2002-12-31,0,0.4596912
2003-01-01,0,3.5587847
2003-01-02,0,3.623981
2003-01-03,0,0.9276199
2003-01-04,0,0.26029813
2003-01-05,0,0.19367655
2003-01-06,0,1.8018672
2003-01-07,0,2.8400624
2003-01-08,0,1.0406771
2003-01-09,0,0.16915241
2003-01-10,0,0.14952186
2003-01-11,0,1.9454181
2003-01-12,0,4.8726335
2003-01-13,0,3.04657
2003-01-14,0,0.20034944
2003-01-15,0,0.13994095
2003-01-16,0,1.3024344
2003-01-17,0,3.5628998
2003-01-18,0,4.1212726
2003-01-19,0,1.7154449
2003-01-20,0,0.58373404
2003-01-21,0,0.63402075
2003-01-22,0,0.14336525
2003-01-23,0,0.9177447
2003-01-24,0,3.399415
2003-01-25,0,74.84917
2003-01-26,0,77.86448
