Date,qobs,qmod
1987-03-22,0,0.018508712
1988-02-25,0,0.019482309
1988-02-26,0,0.018665781
1988-06-20,0,0.018567482
1988-06-21,0,0.018550126
1988-06-22,0,0.018528305
1988-06-23,0,0.018503532
1988-06-24,0,0.018477475
1988-06-25,0,0.020034274
1988-06-26,0,0.019199103
1988-06-27,0,0.018454444
1988-06-28,0,0.018422812
1988-06-29,0,0.018412584
1988-06-30,0,0.018403066
1988-07-01,0,0.018647302
1988-07-02,0,0.018979527
1988-07-10,0,0.01832867
1988-07-11,0,0.018319419
1988-07-12,0,0.018309085
1988-07-13,0,0.018298062
1988-07-14,0,0.018286165
1988-07-15,0,0.01827434
1988-07-16,0,0.018259231
1988-07-17,0,0.018243903
1988-07-18,0,0.018227952
1988-07-19,0,0.018210119
1988-07-20,0,0.018189324
1988-07-21,0,0.018148478
1988-07-22,0,0.01806694
1988-07-23,0,0.018005574
1988-07-24,0,0.017959852
1988-07-25,0,0.01792677
1988-07-26,0,0.01788021
1988-07-27,0,0.017845286
1988-07-28,0,0.01781753
1988-07-29,0,0.01779263
1988-07-30,0,0.017763276
1988-07-31,0,0.017760469
1988-08-01,0,0.018120084
1988-08-02,0,0.017878683
1988-08-03,0,0.017663917
1988-08-04,0,0.017634863
1988-08-05,0,0.017613312
1988-08-06,0,0.017546576
1988-08-07,0,0.017480642
1988-08-08,0,0.01743059
1988-08-09,0,0.017387284
1988-08-10,0,0.017349916
1988-08-11,0,0.017309744
1988-08-12,0,0.017266646
1988-08-13,0,0.017242031
1988-08-14,0,0.017227473
1988-08-15,0,0.017207948
1988-08-16,0,0.01718044
1988-08-17,0,0.017282877
1988-08-18,0,0.01712181
1988-08-19,0,0.01693214
1988-08-20,0,0.01683706
1988-08-21,0,0.016756782
1988-08-22,0,0.021072814
1988-08-23,0,0.019559084
1988-08-24,0,0.016946245
1988-08-25,0,0.016420564
1988-08-26,0,0.016369924
1988-08-27,0,0.016336892
1988-08-28,0,0.016262349
1988-08-29,0,0.01614395
1988-08-30,0,0.016031478
1988-08-31,0,0.015882473
1988-09-01,0,0.015726266
1988-09-02,0,0.015553235
1988-09-03,0,0.015365487
1988-09-04,0,0.015148038
1988-09-05,0,0.014965797
1988-09-06,0,0.014798683
1988-09-07,0,0.014615405
1988-09-08,0,0.01442388
1988-09-09,0,0.014251613
1988-09-10,0,0.014108638
1988-09-11,0,0.013940317
1988-09-12,0,0.013774742
1988-09-13,0,0.01360261
1988-09-14,0,0.013396952
1988-09-15,0,0.013205006
1988-09-16,0,0.013017543
1988-09-17,0,0.012836107
1988-09-18,0,0.012644467
1988-09-19,0,0.01247992
1988-09-20,0,0.012353004
1988-09-21,0,0.012196943
1988-09-22,0,0.012045288
1988-09-23,0,0.011896213
1988-09-24,0,0.011683583
1988-09-25,0,0.011453337
1988-09-26,0,0.011263707
1988-09-27,0,0.011078808
1988-09-28,0,0.010908427
1988-09-29,0,0.010798742
1988-09-30,0,0.010689882
1988-10-01,0,0.0105749825
1988-10-02,0,0.010467306
1988-10-03,0,0.010374388
1988-10-04,0,0.01026491
1988-10-05,0,0.010164121
1988-10-06,0,0.010086088
1988-10-07,0,0.010030668
1988-10-08,0,0.00994016
1988-10-09,0,0.009865319
1988-10-10,0,0.015949888
1988-10-11,0,0.017709367
1988-10-12,0,0.012063155
1988-10-13,0,0.009532613
1988-10-14,0,0.009410865
1988-10-15,0,0.009347064
1988-10-16,0,0.009297863
1988-10-17,0,0.009250765
1988-10-18,0,0.009180853
1988-10-19,0,0.009120665
1988-10-20,0,0.009054808
1988-10-21,0,0.008983047
1988-10-22,0,0.008903278
1988-10-23,0,0.009672431
1988-10-24,0,0.015796294
1988-10-25,0,0.013258574
1988-10-26,0,0.009239395
1988-10-27,0,0.008365937
1988-10-28,0,0.008280667
1988-10-29,0,0.008210061
1988-10-30,0,0.008149102
1988-10-31,0,0.008224279
1988-11-01,0,0.015416205
1988-11-02,0,0.021065839
1988-11-03,0,0.02297641
1988-11-04,0,0.019720197
1988-11-05,0,0.01865306
1988-11-06,0,0.021554833
1988-11-07,0,0.012233252
1988-11-08,0,0.007139605
1988-11-09,0,0.0069110873
1988-11-10,0,0.006809043
1988-11-11,0,0.006704209
1988-11-12,0,0.015462016
1988-11-13,0,0.020690423
1988-11-14,0,0.011229785
1988-11-15,0,0.0063705854
1988-11-16,0,0.006155598
1988-11-17,0,0.006092448
1988-11-18,0,0.015742324
1988-11-19,0,0.021952191
1989-09-18,0,0.018589847
1989-09-19,0,0.018574225
1989-09-20,0,0.018557446
1989-09-21,0,0.01853633
1989-09-22,0,0.01851624
1989-09-23,0,0.018490966
1989-09-24,0,0.018467918
1989-09-25,0,0.018450493
1989-09-26,0,0.018438738
1989-09-27,0,0.018427512
1989-09-28,0,0.01841619
1989-09-29,0,0.01840563
1989-09-30,0,0.018396279
1989-10-01,0,0.018386463
1989-10-02,0,0.018375492
1989-10-03,0,0.01836428
1989-10-04,0,0.018356396
1989-10-05,0,0.018347336
1989-10-06,0,0.018336397
1989-10-07,0,0.01832257
1989-10-08,0,0.01830551
1989-10-09,0,0.018287655
1989-10-10,0,0.018269664
1989-10-11,0,0.0182478
1989-10-12,0,0.018225163
1989-10-13,0,0.018207343
1989-10-14,0,0.018162139
1989-10-15,0,0.018063102
1989-10-16,0,0.017989734
1989-10-17,0,0.017943932
1989-10-18,0,0.017892066
1989-10-19,0,0.017851096
1989-10-20,0,0.017819092
1989-10-21,0,0.017785853
1989-10-22,0,0.01779536
1989-10-23,0,0.017749827
1989-10-24,0,0.017709495
1989-10-25,0,0.017674388
1989-10-26,0,0.017643824
1989-10-27,0,0.021406436
1989-10-28,0,0.019353952
1989-10-29,0,0.017528046
1989-10-30,0,0.017435864
1989-10-31,0,0.017388487
1989-11-01,0,0.017344626
1989-11-02,0,0.017305138
1989-11-03,0,0.017263863
1989-11-04,0,0.01723949
1989-11-05,0,0.017222969
1989-11-06,0,0.018001877
1989-11-07,0,0.017548367
1989-11-08,0,0.018953625
1989-11-09,0,0.019099243
1989-11-17,0,0.016348911
1989-11-18,0,0.016357161
1989-11-19,0,0.01908401
1990-01-06,0,0.020744566
1990-01-07,0,0.020661697
1990-01-08,0,0.020563988
1990-01-09,0,0.020468218
1990-01-10,0,0.020401603
1990-01-11,0,0.020352216
1990-01-12,0,0.020305222
1990-01-13,0,0.020250041
1990-01-14,0,0.020191602
1990-01-15,0,0.02009382
1990-01-16,0,0.023785995
1990-01-17,0,0.021726193
1990-01-18,0,0.01990551
1990-01-19,0,0.01978272
1990-01-20,0,0.021755751
1990-01-21,0,0.021310855
1990-01-22,0,0.01987534
1990-01-23,0,0.019435251
1990-01-24,0,0.019289134
1990-01-25,0,0.019126486
1990-01-26,0,0.019005094
1990-01-27,0,0.018952604
1990-01-28,0,0.018925581
1990-01-29,0,0.019064529
1990-01-30,0,0.019703042
1990-01-31,0,0.025851037
1990-02-01,0,0.022257224
1990-03-17,0,0.02070963
1990-03-18,0,0.02064696
1990-03-19,0,0.03525735
1990-03-20,0,0.051291775
1990-03-21,0,0.46269435
1990-09-14,0,0.018824967
1990-09-15,0,0.018802619
1990-09-16,0,0.01877712
1990-09-17,0,0.018740652
1990-09-18,0,0.018706
1990-09-19,0,0.018682685
1990-09-20,0,0.018664647
1990-09-21,0,0.018646762
1990-09-22,0,0.018634064
1990-09-23,0,0.018621426
1990-09-24,0,0.018606197
1990-09-25,0,0.01859204
1990-09-26,0,0.018576961
1990-09-27,0,0.018560337
1990-09-28,0,0.018539838
