"","stationid","lat","lon","source"
"9470","CA_0002806",49.60860825,-105.8472214,"gsim"
"9471","CA_0002807",49.74028015,-105.7780609,"gsim"
"9472","CA_0002808",50.3461113,-105.5302811,"gsim"
"9473","CA_0002809",49.93082809,-104.4824982,"gsim"
"9474","CA_0002810",50.25917053,-105.3508301,"gsim"
"9475","CA_0002811",50.19139099,-104.9855576,"gsim"
"9476","CA_0002812",50.04721832,-104.9908295,"gsim"
"9477","CA_0002813",50.40032959,-105.3978577,"gsim"
"9478","CA_0002814",50.06138992,-104.7813873,"gsim"
"9479","CA_0002815",49.64860916,-104.2186127,"gsim"
"9480","CA_0002816",50.65047073,-104.8667831,"gsim"
"9481","CA_0002817",50.45000076,-104.6666718,"gsim"
"9482","CA_0002818",50.1361084,-104.0305634,"gsim"
"9483","CA_0002819",50.63555908,-104.9097824,"gsim"
"9484","CA_0002820",50.58472061,-104.8180313,"gsim"
"9485","CA_0002821",50.2836113,-104.2463913,"gsim"
"9486","CA_0002822",50.36883163,-104.1922836,"gsim"
"9487","CA_0002823",50.39749908,-104.4869385,"gsim"
"9488","CA_0002824",50.59056091,-104.9086075,"gsim"
"9489","CA_0002825",50.35194016,-104.4341736,"gsim"
"9490","CA_0002826",50.38777924,-104.4608307,"gsim"
"9491","CA_0002827",50.45249939,-106.0291672,"gsim"
"9492","CA_0002828",50.43611145,-105.8177795,"gsim"
"9493","CA_0002829",50.38666916,-105.6258316,"gsim"
"9494","CA_0002830",50.78332901,-105.8401413,"gsim"
"9495","CA_0002831",50.97777939,-106.398613,"gsim"
"9496","CA_0002832",50.57778168,-105.2666702,"gsim"
"9497","CA_0002833",50.9805603,-106.2874985,"gsim"
"9498","CA_0002834",50.90832901,-106.1333313,"gsim"
"9499","CA_0002835",50.65916824,-106.2791672,"gsim"
"9500","CA_0002836",50.95132828,-106.3294983,"gsim"
"9501","CA_0002837",50.97888947,-105.9594421,"gsim"
"9502","CA_0002838",50.69472122,-105.601387,"gsim"
"9503","CA_0002839",50.73768997,-105.1936874,"gsim"
"9504","CA_0002840",51.30056,-105.3811111,"gsim"
"9505","CA_0002841",50.70639038,-104.8097229,"gsim"
"9506","CA_0002842",51.44985962,-105.1750793,"gsim"
"9507","CA_0002843",51.64986038,-105.2381134,"gsim"
"9508","CA_0002844",51.65555954,-105.2649994,"gsim"
"9509","CA_0002845",51.75582886,-105.6488876,"gsim"
"9510","CA_0002846",51.75582886,-105.6488876,"gsim"
"9511","CA_0002847",51.80278015,-105.3438873,"gsim"
"9512","CA_0002848",51.41611099,-105.1030579,"gsim"
"9513","CA_0002849",51.83778,-104.9811096,"gsim"
"9514","CA_0002850",50.70653152,-104.7979202,"gsim"
"9515","CA_0002851",50.91596985,-103.9015579,"gsim"
"9516","CA_0002852",50.8833313,-104.3083267,"gsim"
"9517","CA_0002853",50.78781128,-104.2827225,"gsim"
"9518","CA_0002854",50.76055908,-103.7972183,"gsim"
"9519","CA_0002855",50.6613884,-103.600563,"gsim"
"9520","CA_0002856",50.64500046,-103.6038895,"gsim"
"9521","CA_0002857",50.58332825,-103.4666672,"gsim"
"9522","CA_0002858",50.73416901,-103.3280029,"gsim"
"9523","CA_0002859",50.4912796,-101.5585632,"gsim"
"9524","CA_0002860",50.53277969,-101.8416672,"gsim"
"9525","CA_0002861",50.52861023,-101.9166718,"gsim"
"9526","CA_0002862",50.5083313,-102.2586136,"gsim"
"9527","CA_0002863",50.38806152,-102.6611099,"gsim"
"9528","CA_0002864",50.53139114,-102.7100601,"gsim"
"9529","CA_0002865",50.58055878,-102.6444397,"gsim"
"9530","CA_0002866",50.64916992,-102.038887,"gsim"
"9531","CA_0002867",50.64139175,-102.9175034,"gsim"
"9532","CA_0002868",50.59041977,-101.7428589,"gsim"
"9533","CA_0002869",52.9486084,-105.0049973,"gsim"
"9534","CA_0002870",52.84999847,-105.1833267,"gsim"
"9535","CA_0002871",52.81666946,-105.0833282,"gsim"
"9536","CA_0002872",52.56666946,-105.1166687,"gsim"
"9537","CA_0002873",52.87778091,-105.0374985,"gsim"
"9538","CA_0002874",52.90417099,-105.0374985,"gsim"
"9539","CA_0002875",52.90777969,-104.8383331,"gsim"
"9540","CA_0002876",52.8413887,-104.5405579,"gsim"
"9541","CA_0002877",52.81666946,-104.0333328,"gsim"
"9542","CA_0002878",53.13639069,-104.0208282,"gsim"
"9543","CA_0002879",53.06666946,-104.7166672,"gsim"
"9544","CA_0002880",53.10443878,-103.6791687,"gsim"
"9545","CA_0002881",52.84222031,-104.2399979,"gsim"
"9546","CA_0002882",52.8125,-104.5674973,"gsim"
"9547","CA_0002883",53.15777969,-104.1713867,"gsim"
"9548","CA_0002884",52.87305832,-104.038063,"gsim"
"9549","CA_0002885",53.04056168,-104.0258331,"gsim"
"9550","CA_0002886",52.97082901,-104.0819397,"gsim"
"9551","CA_0002887",52.84167099,-104.3719406,"gsim"
"9552","CA_0002888",53.01667023,-104.0199966,"gsim"
"9553","CA_0002889",53.41667175,-103.1416702,"gsim"
"9554","CA_0002890",53.22027969,-103.4250031,"gsim"
"9555","CA_0002891",53.3666687,-104.038887,"gsim"
"9556","CA_0002892",53.51667023,-103.5333328,"gsim"
"9557","CA_0002893",53.70714188,-103.2987213,"gsim"
"9558","CA_0002894",53.71389008,-103.2666702,"gsim"
"9559","CA_0002895",53.24610901,-105.0683289,"gsim"
"9560","CA_0002896",53.45306015,-104.1072235,"gsim"
"9561","CA_0002897",53.52027893,-104.1669388,"gsim"
"9562","CA_0002898",54.14944077,-103.0305634,"gsim"
"9563","CA_0002899",53.42221832,-104.3416672,"gsim"
"9564","CA_0002900",53.45306015,-104.5686111,"gsim"
"9565","CA_0002901",53.48139191,-104.3258286,"gsim"
"9566","CA_0002902",53.86497116,-104.6196365,"gsim"
"9567","CA_0002903",54.56111145,-103.9416733,"gsim"
"9568","CA_0002904",54.43888855,-102.1750031,"gsim"
"9569","CA_0002905",54.82778168,-102.6355591,"gsim"
"9570","CA_0002906",53.61368942,-102.1037827,"gsim"
"9571","CA_0002907",53.8861084,-101.8277817,"gsim"
"9572","CA_0002908",53.81388855,-102.9722214,"gsim"
"9573","CA_0002909",53.8833313,-101.9333267,"gsim"
"9574","CA_0002910",53.83332825,-102.9402771,"gsim"
"9575","CA_0002911",53.95000076,-102.1833267,"gsim"
"9576","CA_0002912",53.83332825,-101.9563904,"gsim"
"9577","CA_0002913",53.83805847,-101.2087173,"gsim"
"9578","CA_0002914",53.25667191,-102.1119385,"gsim"
"9579","CA_0002915",53.6333313,-100.3166733,"gsim"
"9580","CA_0002916",53.16389084,-99.34889221,"gsim"
"9581","CA_0002917",52.63138962,-104.5247192,"gsim"
"9582","CA_0002918",52.57138824,-104.0291672,"gsim"
"9583","CA_0002919",52.1444397,-103.6261063,"gsim"
"9584","CA_0002920",52.28916931,-103.6722183,"gsim"
"9585","CA_0002921",52.43500137,-103.6969376,"gsim"
"9586","CA_0002922",52.54943848,-103.6861115,"gsim"
"9587","CA_0002923",52.4805603,-102.6449966,"gsim"
"9588","CA_0002924",52.59222031,-102.5650024,"gsim"
"9589","CA_0002925",52.85694122,-102.4199982,"gsim"
"9590","CA_0002926",52.79750061,-102.3705597,"gsim"
"9591","CA_0002927",52.65444183,-103.5155563,"gsim"
"9592","CA_0002928",52.61832809,-102.7513885,"gsim"
"9593","CA_0002929",52.83306122,-102.3955612,"gsim"
"9594","CA_0002930",52.60805893,-102.9658279,"gsim"
"9595","CA_0002931",52.60832977,-103.3861084,"gsim"
"9596","CA_0002932",52.81694031,-102.9969406,"gsim"
"9597","CA_0002933",52.85947037,-102.1950607,"gsim"
"9598","CA_0002934",52.81806183,-102.3686066,"gsim"
"9599","CA_0002935",52.87628174,-101.0493927,"gsim"
"9600","CA_0002936",52.83332825,-101.5666733,"gsim"
"9601","CA_0002937",53.14294052,-101.1025009,"gsim"
"9602","CA_0002938",53.03083038,-102.3161087,"gsim"
"9603","CA_0002939",52.12071991,-101.2516708,"gsim"
"9604","CA_0002940",52.21667099,-101.2166672,"gsim"
"9605","CA_0002941",52.38167191,-101.100563,"gsim"
"9606","CA_0002942",52.25968933,-101.1416092,"gsim"
"9607","CA_0002943",52.15089035,-101.0602493,"gsim"
"9608","CA_0002944",52.19599915,-101.0608292,"gsim"
"9609","CA_0002945",51.99777985,-102.0738907,"gsim"
"9610","CA_0002946",52.17221832,-100.9416733,"gsim"
"9611","CA_0002947",52.37005997,-101.0866089,"gsim"
"9612","CA_0002948",51.96889114,-101.913887,"gsim"
"9613","CA_0002949",52.72777939,-101.1125031,"gsim"
"9614","CA_0002950",52.60277939,-101.0374985,"gsim"
"9615","CA_0002951",51.81666946,-100.5333328,"gsim"
"9616","CA_0002952",51.80556107,-100.3044434,"gsim"
"9617","CA_0002953",51.66738892,-100.4896088,"gsim"
"9618","CA_0002954",52.03133011,-100.650032,"gsim"
"9619","CA_0002955",51.99721909,-100.2305603,"gsim"
"9620","CA_0002956",51.85274887,-100.2505264,"gsim"
"9621","CA_0002957",51.81388855,-99.53333282,"gsim"
"9622","CA_0002958",51.83332825,-99.55000305,"gsim"
"9623","CA_0002959",51.8484993,-99.5461731,"gsim"
"9624","CA_0002960",51.46110916,-99.9888916,"gsim"
"9625","CA_0002961",51.52777863,-99.9916687,"gsim"
"9626","CA_0002962",51.25278091,-100.1444397,"gsim"
"9627","CA_0002963",51.05128098,-99.78842163,"gsim"
"9628","CA_0002964",50.94881058,-99.52674866,"gsim"
"9629","CA_0002965",51.28213882,-100.0160828,"gsim"
"9630","CA_0002966",51.20832825,-100.1791687,"gsim"
"9631","CA_0002967",51.18746948,-100.0161133,"gsim"
"9632","CA_0002968",51.05971909,-99.53056335,"gsim"
"9633","CA_0002969",51.5036087,-99.99582672,"gsim"
"9634","CA_0002970",51.44916916,-100.0405579,"gsim"
"9635","CA_0002971",51.52222061,-100.3694382,"gsim"
"9636","CA_0002972",51.31943893,-100.3666687,"gsim"
"9637","CA_0002973",51.18471909,-100.8522186,"gsim"
"9638","CA_0002974",51.41386032,-100.3535004,"gsim"
"9639","CA_0002975",51.10971832,-100.0625,"gsim"
"9640","CA_0002976",51.18611145,-100.6944427,"gsim"
"9641","CA_0002977",51.125,-100.038887,"gsim"
"9642","CA_0002978",51.23083115,-100.961937,"gsim"
"9643","CA_0002979",51.45032883,-99.97107697,"gsim"
"9644","CA_0002980",50.84722137,-99.54582977,"gsim"
"9645","CA_0002981",50.80149841,-99.48532867,"gsim"
"9646","CA_0002982",51.02249908,-100.0816727,"gsim"
"9647","CA_0002983",50.92499924,-100.0444412,"gsim"
"9648","CA_0002984",51.10443878,-100.8824997,"gsim"
"9649","CA_0002985",50.98416901,-100.0597229,"gsim"
"9650","CA_0002986",50.71667099,-99.58332825,"gsim"
"9651","CA_0002987",51.12638855,-100.4722214,"gsim"
"9652","CA_0002988",51.20777893,-100.6949997,"gsim"
"9653","CA_0002989",51.15613937,-100.3324966,"gsim"
"9654","CA_0002990",51.14167023,-99.92221832,"gsim"
"9655","CA_0002991",51.43193817,-100.0166702,"gsim"
"9656","CA_0002992",50.72943878,-99.5541687,"gsim"
"9657","CA_0002993",50.70444107,-99.66667175,"gsim"
"9658","CA_0002994",49.96667099,-98.94721985,"gsim"
"9659","CA_0002995",50.1349411,-98.58406067,"gsim"
"9660","CA_0002996",50.21805954,-98.92388916,"gsim"
"9661","CA_0002997",50.18527985,-99.10997009,"gsim"
"9662","CA_0002998",50.15444183,-98.69750214,"gsim"
"9663","CA_0002999",50.06111145,-98.94693756,"gsim"
"9664","CA_0003000",50.39028168,-99.04556274,"gsim"
"9665","CA_0003001",50.23278046,-99.56667328,"gsim"
"9666","CA_0003002",50.22610855,-99.45471954,"gsim"
"9667","CA_0003003",50.18167114,-99.39861298,"gsim"
"9668","CA_0003004",49.90092087,-99.21439362,"gsim"
"9669","CA_0003005",50.50569153,-98.97028351,"gsim"
"9670","CA_0003006",50.44721985,-99.44999695,"gsim"
"9671","CA_0003007",50.10832977,-98.38056183,"gsim"
"9672","CA_0003008",49.96556091,-98.38027954,"gsim"
"9673","CA_0003009",49.98860931,-98.46417236,"gsim"
"9674","CA_0003010",50.06027985,-98.6958313,"gsim"
"9675","CA_0003011",50.18305969,-98.94944,"gsim"
"9676","CA_0003012",50.22417068,-98.97666931,"gsim"
"9677","CA_0003013",50.56027985,-99.15638733,"gsim"
"9678","CA_0003014",50.47692871,-99.47727966,"gsim"
"9679","CA_0003015",50.06666946,-98.6277771,"gsim"
"9680","CA_0003016",51.58732986,-98.71180725,"gsim"
"9681","CA_0003017",52.00194931,-98.32978058,"gsim"
"9682","CA_0003018",50.72077942,-98.07566833,"gsim"
"9683","CA_0003019",50.72138977,-98.08999634,"gsim"
"9684","CA_0003020",50.72077942,-98.07566833,"gsim"
"9685","CA_0003021",51.77333069,-104.1149979,"gsim"
"9686","CA_0003022",52.1883316,-103.9863892,"gsim"
"9687","CA_0003023",51.74647141,-103.8744965,"gsim"
"9688","CA_0003024",52.05683136,-104.4998322,"gsim"
"9689","CA_0003025",52.31806183,-104.8324966,"gsim"
"9690","CA_0003026",52.34582901,-104.8111115,"gsim"
"9691","CA_0003027",51.79582977,-104.2227783,"gsim"
"9692","CA_0003028",51.99396896,-104.5539169,"gsim"
"9693","CA_0003029",51.72138977,-104.1897202,"gsim"
"9694","CA_0003030",51.7508316,-104.5130615,"gsim"
"9695","CA_0003031",52.05611038,-104.3958282,"gsim"
"9696","CA_0003032",52.01367188,-104.2503891,"gsim"
"9697","CA_0003033",51.81422043,-104.205307,"gsim"
"9698","CA_0003034",51.65832901,-103.6033325,"gsim"
"9699","CA_0003035",51.85694122,-103.7769394,"gsim"
"9700","CA_0003036",52.40552902,-104.7892532,"gsim"
"9701","CA_0003037",51.38050079,-102.5047226,"gsim"
"9702","CA_0003038",51.56388855,-101.9250031,"gsim"
"9703","CA_0003039",51.63621902,-102.369812,"gsim"
"9704","CA_0003040",51.59278107,-103.0438919,"gsim"
"9705","CA_0003041",51.20555878,-102.8013916,"gsim"
"9706","CA_0003042",51.66333008,-102.4280624,"gsim"
"9707","CA_0003043",51.70999908,-102.8058319,"gsim"
"9708","CA_0003044",51.39722061,-102.7366714,"gsim"
"9709","CA_0003045",51.86750031,-103.5863876,"gsim"
"9710","CA_0003046",51.48806,-103.0194397,"gsim"
"9711","CA_0003047",51.93972015,-102.5469437,"gsim"
"9712","CA_0003048",51.88277817,-102.3300018,"gsim"
"9713","CA_0003049",52.02278137,-102.625,"gsim"
"9714","CA_0003050",51.94166946,-102.7166672,"gsim"
"9715","CA_0003051",50.94721985,-101.3166733,"gsim"
"9716","CA_0003052",51.16944122,-101.3277817,"gsim"
"9717","CA_0003053",51.56489182,-101.9165573,"gsim"
"9718","CA_0003054",50.96334076,-101.3187714,"gsim"
"9719","CA_0003055",51.51721954,-101.7825012,"gsim"
"9720","CA_0003056",51.3619194,-101.256218,"gsim"
"9721","CA_0003057",51.38896942,-101.8389664,"gsim"
"9722","CA_0003058",50.80997849,-101.4360123,"gsim"
"9723","CA_0003059",50.42082977,-101.0444412,"gsim"
"9724","CA_0003060",50.534729,-100.9524918,"gsim"
"9725","CA_0003061",50.79513931,-101.2992325,"gsim"
"9726","CA_0003062",50.11053085,-101.0359573,"gsim"
"9727","CA_0003063",50.83282852,-101.5787506,"gsim"
"9728","CA_0003064",50.27500153,-101.0152817,"gsim"
"9729","CA_0003065",50.26966858,-101.3842468,"gsim"
"9730","CA_0003066",50.62294006,-101.2564163,"gsim"
"9731","CA_0003067",50.76636124,-101.4372482,"gsim"
"9732","CA_0003068",50.35881042,-99.90751648,"gsim"
"9733","CA_0003069",50.19028091,-99.96666718,"gsim"
"9734","CA_0003070",50.69443893,-100.2458267,"gsim"
"9735","CA_0003071",50.53194046,-100.2944412,"gsim"
"9736","CA_0003072",50.68333054,-100.1999969,"gsim"
"9737","CA_0003073",50.55556107,-99.90277863,"gsim"
"9738","CA_0003074",50.52331161,-99.94613647,"gsim"
"9739","CA_0003075",50.56388855,-99.89167023,"gsim"
"9740","CA_0003076",50.02360916,-100.2077484,"gsim"
"9741","CA_0003077",50.10832977,-100.1166687,"gsim"
"9742","CA_0003078",50.87221909,-100.046669,"gsim"
"9743","CA_0003079",50.68999863,-100.2489395,"gsim"
"9744","CA_0003080",50.6791687,-100.0633316,"gsim"
"9745","CA_0003081",50.67499924,-99.91333008,"gsim"
"9746","CA_0003082",50.09267044,-100.9560394,"gsim"
"9747","CA_0003083",49.84278107,-100.9672165,"gsim"
"9748","CA_0003084",49.78343964,-100.9663925,"gsim"
"9749","CA_0003085",50.02577972,-100.3942719,"gsim"
"9750","CA_0003086",50.18056107,-100.5583267,"gsim"
"9751","CA_0003087",49.99000168,-100.6108322,"gsim"
"9752","CA_0003088",50.44250107,-100.5877838,"gsim"
"9753","CA_0003089",50.4180603,-100.8172226,"gsim"
"9754","CA_0003090",49.92499924,-100.4627838,"gsim"
"9755","CA_0003091",49.91278076,-100.5072174,"gsim"
"9756","CA_0003092",50.32638931,-100.5999985,"gsim"
"9757","CA_0003093",49.86061096,-100.6676407,"gsim"
"9758","CA_0003094",49.86143875,-99.96157837,"gsim"
"9759","CA_0003095",49.54999924,-99.07499695,"gsim"
"9760","CA_0003096",49.59194183,-99.03333282,"gsim"
"9761","CA_0003097",49.69863892,-98.88955688,"gsim"
"9762","CA_0003098",49.7321701,-99.84886169,"gsim"
"9763","CA_0003099",49.74182892,-99.32511902,"gsim"
"9764","CA_0003100",49.44638824,-98.90799713,"gsim"
"9765","CA_0003101",49.85889053,-99.82611084,"gsim"
"9766","CA_0003102",49.87057877,-100.100029,"gsim"
"9767","CA_0003103",49.8682785,-97.40528107,"gsim"
"9768","CA_0003104",49.875,-97.19167328,"gsim"
"9769","CA_0003105",49.93777847,-98.27371979,"gsim"
"9770","CA_0003106",49.8817482,-97.27983093,"gsim"
"9771","CA_0003107",49.75888824,-98.64221954,"gsim"
"9772","CA_0003108",49.91194153,-97.20555878,"gsim"
"9773","CA_0003109",49.91667175,-97.21639252,"gsim"
"9774","CA_0003110",49.90943909,-97.26389313,"gsim"
"9775","CA_0003111",49.88832855,-97.2277832,"gsim"
"9776","CA_0003112",49.91611099,-97.32582855,"gsim"
"9777","CA_0003113",49.88425064,-97.19467163,"gsim"
"9778","CA_0003114",49.21805954,-103.8888931,"gsim"
"9779","CA_0003115",49.17556,-103.8438873,"gsim"
"9780","CA_0003116",49.00008011,-103.352562,"gsim"
"9781","CA_0003117",49.25888824,-103.9561081,"gsim"
"9782","CA_0003118",49.48416901,-104.3375015,"gsim"
"9783","CA_0003119",49.1020813,-103.0169678,"gsim"
"9784","CA_0003120",49.59722137,-103.9652786,"gsim"
"9785","CA_0003121",49.37916946,-103.5930634,"gsim"
"9786","CA_0003122",49.09972,-102.9372177,"gsim"
"9787","CA_0003123",49.0625,-102.8180618,"gsim"
"9788","CA_0003124",49.07611084,-102.7647171,"gsim"
"9789","CA_0003125",49.1986084,-103.2611084,"gsim"
"9790","CA_0003126",49.7863884,-104.0396729,"gsim"
"9791","CA_0003127",49.01805878,-103.0602798,"gsim"
"9792","CA_0003128",49.38582993,-103.711937,"gsim"
"9793","CA_0003129",49.49417114,-103.7655563,"gsim"
"9794","CA_0003130",49.49361038,-103.6622162,"gsim"
"9795","CA_0003131",49.59986115,-103.947998,"gsim"
"9796","CA_0003132",49.08555984,-103.0730591,"gsim"
"9797","CA_0003133",49.03125,-102.8496094,"gsim"
"9798","CA_0003134",49.49361038,-103.7036133,"gsim"
"9799","CA_0003135",49.97694016,-104.0758286,"gsim"
"9800","CA_0003136",48.97499847,-103.2677765,"gsim"
"9801","CA_0003137",48.98110962,-103.0761108,"gsim"
"9802","CA_0003138",49.65694046,-103.8597183,"gsim"
"9803","CA_0003139",49.7694397,-104.0155563,"gsim"
"9804","CA_0003140",49.9888916,-104.1900024,"gsim"
"9805","CA_0003141",49.49483109,-103.6295776,"gsim"
"9806","CA_0003142",49.43693924,-103.6736069,"gsim"
"9807","CA_0003143",49.35263824,-103.6140289,"gsim"
"9808","CA_0003144",49.14339066,-103.083107,"gsim"
"9809","CA_0003145",49.14817047,-103.1121368,"gsim"
"9810","CA_0003146",49.1740799,-103.3013077,"gsim"
"9811","CA_0003147",49.53121948,-103.6774979,"gsim"
"9812","CA_0003148",49.46416855,-103.6844406,"gsim"
"9813","CA_0003149",49.87305832,-103.0149994,"gsim"
"9814","CA_0003150",49.68500137,-102.7961121,"gsim"
"9815","CA_0003151",49.61722183,-102.5924988,"gsim"
"9816","CA_0003152",50.1055603,-103.1402817,"gsim"
"9817","CA_0003153",49.1838913,-102.0283279,"gsim"
"9818","CA_0003154",49.21527863,-102.1705627,"gsim"
"9819","CA_0003155",49.23228073,-102.2279434,"gsim"
"9820","CA_0003156",48.99000168,-101.9577789,"gsim"
"9821","CA_0003157",49.52278137,-102.1719437,"gsim"
"9822","CA_0003158",49.34700012,-102.2557526,"gsim"
"9823","CA_0003159",49.24803162,-102.2293091,"gsim"
"9824","CA_0003160",50.04444122,-101.675827,"gsim"
"9825","CA_0003161",50.15219116,-101.8370285,"gsim"
"9826","CA_0003162",49.26667023,-100.9770813,"gsim"
"9827","CA_0003163",49.05738831,-101.0492783,"gsim"
"9828","CA_0003164",49.16389084,-101.0461121,"gsim"
"9829","CA_0003165",49.22106171,-101.7189713,"gsim"
"9830","CA_0003166",49.09492111,-101.1828918,"gsim"
"9831","CA_0003167",49.26261139,-100.9980774,"gsim"
"9832","CA_0003168",49.17221832,-101.0299988,"gsim"
"9833","CA_0003169",49.58391953,-101.8481674,"gsim"
"9834","CA_0003170",49.11832809,-100.6888885,"gsim"
"9835","CA_0003171",48.9963913,-100.9580612,"gsim"
"9836","CA_0003172",49.41416931,-101.5266724,"gsim"
"9837","CA_0003173",49.12778091,-100.7138901,"gsim"
"9838","CA_0003174",49.29999924,-100.9638901,"gsim"
"9839","CA_0003175",49.09083176,-100.953331,"gsim"
"9840","CA_0003176",49.59796906,-99.6815567,"gsim"
"9841","CA_0003177",49.5953598,-100.9434204,"gsim"
"9842","CA_0003178",49.4552803,-100.9622192,"gsim"
"9843","CA_0003179",49.6258316,-100.303421,"gsim"
"9844","CA_0003180",49.56193924,-99.51186371,"gsim"
"9845","CA_0003181",49.1883316,-100.4341736,"gsim"
"9846","CA_0003182",49.59024811,-100.2356873,"gsim"
"9847","CA_0003183",49.13306046,-100.3991699,"gsim"
"9848","CA_0003184",49.16194153,-100.4175034,"gsim"
"9849","CA_0003185",49.39778137,-101.0983276,"gsim"
"9850","CA_0003186",49.32582855,-100.7036896,"gsim"
"9851","CA_0003187",49.61968994,-100.2459412,"gsim"
"9852","CA_0003188",49.8417511,-101.3977814,"gsim"
"9853","CA_0003189",49.40000153,-100.7602768,"gsim"
"9854","CA_0003190",49.48944092,-99.17111206,"gsim"
"9855","CA_0003191",49.47777939,-99.15556335,"gsim"
"9856","CA_0003192",49.22097015,-99.72058105,"gsim"
"9857","CA_0003193",49.14028168,-99.54444122,"gsim"
"9858","CA_0003194",48.95278168,-99.4263916,"gsim"
"9859","CA_0003195",49.13814163,-99.48126221,"gsim"
"9860","CA_0003196",49.10472107,-99.32566833,"gsim"
"9861","CA_0003197",49.21139145,-99.74333191,"gsim"
"9862","CA_0003198",49.10277939,-99.83611298,"gsim"
"9863","CA_0003199",49.2634697,-99.4640274,"gsim"
"9864","CA_0003200",49.2694397,-99.57778168,"gsim"
"9865","CA_0003201",49.17221832,-99.67778015,"gsim"
"9866","CA_0003202",49.13193893,-99.80110931,"gsim"
"9867","CA_0003203",49.07778168,-99.34999847,"gsim"
"9868","CA_0003204",49.23205948,-98.67938995,"gsim"
"9869","CA_0003205",49.14722061,-98.5625,"gsim"
"9870","CA_0003206",49.12443924,-98.9411087,"gsim"
"9871","CA_0003207",49.03052902,-98.27203369,"gsim"
"9872","CA_0003208",49.05833054,-98.46389008,"gsim"
"9873","CA_0003209",49.08877182,-98.98294067,"gsim"
"9874","CA_0003210",49.23917007,-98.67443848,"gsim"
"9875","CA_0003211",49.02030945,-98.60350037,"gsim"
"9876","CA_0003212",49.36381149,-98.84018707,"gsim"
"9877","CA_0003213",49.00040054,-98.45378876,"gsim"
"9878","CA_0003214",49.22161102,-99.0344696,"gsim"
"9879","CA_0003215",49.20943832,-98.95166779,"gsim"
"9880","CA_0003216",48.94306183,-98.95139313,"gsim"
"9881","CA_0003217",48.97694016,-98.93444061,"gsim"
"9882","CA_0003218",49.00852966,-97.21504211,"gsim"
"9883","CA_0003219",48.98955154,-97.55667114,"gsim"
"9884","CA_0003220",49.78499985,-97.13356018,"gsim"
"9885","CA_0003221",49.55337143,-97.18554688,"gsim"
"9886","CA_0003222",49.19638824,-98.11055756,"gsim"
"9887","CA_0003223",49.25080872,-97.54981232,"gsim"
"9888","CA_0003224",49.75680161,-97.12155151,"gsim"
"9889","CA_0003225",49.13056183,-97.29444122,"gsim"
"9890","CA_0003226",49.19126892,-97.40339661,"gsim"
"9891","CA_0003227",49.07450104,-97.3053894,"gsim"
"9892","CA_0003228",49.21667099,-98.09166718,"gsim"
"9893","CA_0003229",49.28063965,-97.50457764,"gsim"
"9894","CA_0003230",49.09111023,-97.60971832,"gsim"
"9895","CA_0003231",49.83216858,-96.95739746,"gsim"
"9896","CA_0003232",49.19124985,-96.98445129,"gsim"
"9897","CA_0003233",49.14722061,-97.15000153,"gsim"
"9898","CA_0003234",49.14860916,-97.16667175,"gsim"
"9899","CA_0003235",49.08932877,-96.68441772,"gsim"
"9900","CA_0003236",49.13249969,-96.76917267,"gsim"
"9901","CA_0003237",49.02360916,-95.9777832,"gsim"
"9902","CA_0003238",49.13317108,-97.14269257,"gsim"
"9903","CA_0003239",49.04499817,-97.05500031,"gsim"
"9904","CA_0003240",48.98167038,-96.46278381,"gsim"
"9905","CA_0003241",48.99250031,-95.66194153,"gsim"
"9906","CA_0003242",48.99306107,-95.91777802,"gsim"
"9907","CA_0003243",49.06111145,-97.06944275,"gsim"
"9908","CA_0003244",49.17667007,-96.76389313,"gsim"
"9909","CA_0003245",49.46197891,-97.00900269,"gsim"
"9910","CA_0003246",49.31777954,-96.94416809,"gsim"
"9911","CA_0003247",49.20941162,-96.28639221,"gsim"
"9912","CA_0003248",49.60277939,-96.84722137,"gsim"
"9913","CA_0003249",49.63544083,-96.90628052,"gsim"
"9914","CA_0003250",49.44023895,-96.98898315,"gsim"
"9915","CA_0003251",49.53055954,-97.14167023,"gsim"
"9916","CA_0003252",49.5320282,-96.98477936,"gsim"
"9917","CA_0003253",49.50239182,-97.15593719,"gsim"
"9918","CA_0003254",49.69493866,-96.98764038,"gsim"
"9919","CA_0003255",49.69721985,-97.09166718,"gsim"
"9920","CA_0003256",49.38505936,-96.73136139,"gsim"
"9921","CA_0003257",49.32553864,-96.76371765,"gsim"
"9922","CA_0003258",49.45832825,-97.4375,"gsim"
"9923","CA_0003259",49.51747131,-97.9446106,"gsim"
"9924","CA_0003260",49.51805878,-97.84443665,"gsim"
"9925","CA_0003261",49.51332855,-98.24944305,"gsim"
"9926","CA_0003262",49.6361084,-98.50527954,"gsim"
"9927","CA_0003263",49.50252914,-98.32785797,"gsim"
"9928","CA_0003264",49.67082977,-98.64305878,"gsim"
"9929","CA_0003265",49.54528046,-98.41443634,"gsim"
"9930","CA_0003266",49.40277863,-97.93055725,"gsim"
"9931","CA_0003267",49.35483932,-97.42247009,"gsim"
"9932","CA_0003268",49.34278107,-97.84249878,"gsim"
"9933","CA_0003269",49.42832947,-98.13361359,"gsim"
"9934","CA_0003270",49.37932968,-98.24971771,"gsim"
"9935","CA_0003271",49.43318939,-98.15991974,"gsim"
"9936","CA_0003272",49.41527939,-98.16056061,"gsim"
