"","stationid","lat","lon","source"
"14712","ES_0000344",42.19638889,-5.848611111,"gsim"
"14713","ES_0000345",42.04055556,-5.871388889,"gsim"
"14714","ES_0000346",41.84972222,-7.433888889,"gsim"
"14715","ES_0000347",41.87888889,-2.701666667,"gsim"
"14716","ES_0000348",41.52944444,-5.991111111,"gsim"
"14717","ES_0000349",41.61666667,-3.466666667,"gsim"
"14718","ES_0000350",40.59527778,-1.930833333,"gsim"
"14719","ES_0000351",40.8475,-3.884722222,"gsim"
"14720","ES_0000352",40.45694444,-3.094444444,"gsim"
"14721","ES_0000353",40.69722222,-2.584722222,"gsim"
"14722","ES_0000354",40.49277778,-2.751111111,"gsim"
"14723","ES_0000355",40.36361111,-2.817222222,"gsim"
"14724","ES_0000356",40.34944444,-2.896111111,"gsim"
"14725","ES_0000357",40.29583333,-2.921388889,"gsim"
"14726","ES_0000358",40.04444444,-3.590833333,"gsim"
"14727","ES_0000359",39.86416667,-4.195555556,"gsim"
"14728","ES_0000360",39.92277778,-3.869722222,"gsim"
"14729","ES_0000361",39.95555556,-4.814722222,"gsim"
"14730","ES_0000362",39.83916667,-6.019722222,"gsim"
"14731","ES_0000363",39.83305556,-6.030555556,"gsim"
"14732","ES_0000364",39.72333333,-6.891666667,"gsim"
"14733","ES_0000365",40.34861111,-5.774166667,"gsim"
"14734","ES_0000366",40.41805556,-4.461666667,"gsim"
"14735","ES_0000367",40.22777778,-4.272777778,"gsim"
"14736","ES_0000368",40.03277778,-3.650833333,"gsim"
"14737","ES_0000369",40.44444444,-2.616666667,"gsim"
"14738","ES_0000370",39.76666667,-6.865833333,"gsim"
"14739","ES_0000371",39.99666667,-4.839166667,"gsim"
"14740","ES_0000372",40.83027778,-1.963888889,"gsim"
"14741","ES_0000373",40.49916667,-2.740833333,"gsim"
"14742","ES_0000374",40.55138889,-1.632222222,"gsim"
"14743","ES_0000375",40.4975,-2.029722222,"gsim"
"14744","ES_0000376",40.50888889,-2.324444444,"gsim"
"14745","ES_0000377",40.39972222,-2.785277778,"gsim"
"14746","ES_0000378",40.44472222,-2.31,"gsim"
"14747","ES_0000379",40.78944444,-3.689722222,"gsim"
"14748","ES_0000380",41.05305556,-3.330833333,"gsim"
"14749","ES_0000381",41.00388889,-3.299166667,"gsim"
"14750","ES_0000382",40.58805556,-3.565277778,"gsim"
"14751","ES_0000383",40.39638889,-3.508055556,"gsim"
"14752","ES_0000384",40.32083333,-3.508888889,"gsim"
"14753","ES_0000385",40.69583333,-3.610555556,"gsim"
"14754","ES_0000386",40.95361111,-2.918055556,"gsim"
"14755","ES_0000387",40.84055556,-3.115277778,"gsim"
"14756","ES_0000388",40.46111111,-3.420277778,"gsim"
"14757","ES_0000389",40.52888889,-3.279722222,"gsim"
"14758","ES_0000390",41.05111111,-2.939444444,"gsim"
"14759","ES_0000391",41.00722222,-3.024166667,"gsim"
"14760","ES_0000392",40.8925,-3.18,"gsim"
"14761","ES_0000393",40.70833333,-3.817222222,"gsim"
"14762","ES_0000394",40.46083333,-3.746388889,"gsim"
"14763","ES_0000395",40.32416667,-3.554166667,"gsim"
"14764","ES_0000396",40.82194444,-2.695277778,"gsim"
"14765","ES_0000397",40.30583333,-3.193055556,"gsim"
"14766","ES_0000398",40.13555556,-3.54,"gsim"
"14767","ES_0000399",40.62944444,-4.004444444,"gsim"
"14768","ES_0000400",39.99472222,-4.034444444,"gsim"
"14769","ES_0000401",40.21972222,-3.945277778,"gsim"
"14770","ES_0000402",40.42777778,-4.542777778,"gsim"
"14771","ES_0000403",40.37222222,-4.308611111,"gsim"
"14772","ES_0000404",40.33333333,-4.249722222,"gsim"
"14773","ES_0000405",40.42527778,-4.500555556,"gsim"
"14774","ES_0000406",39.95388889,-4.871944444,"gsim"
"14775","ES_0000407",40.11111111,-5.322777778,"gsim"
"14776","ES_0000408",39.84111111,-6.021388889,"gsim"
"14777","ES_0000409",39.96888889,-4.885277778,"gsim"
"14778","ES_0000410",39.98166667,-6.524722222,"gsim"
"14779","ES_0000411",40.19305556,-6.139722222,"gsim"
"14780","ES_0000412",40.22222222,-6.131111111,"gsim"
"14781","ES_0000413",40.0875,-6.271111111,"gsim"
"14782","ES_0000414",40.17166667,-6.101944444,"gsim"
"14783","ES_0000415",40.37222222,-5.752777778,"gsim"
"14784","ES_0000416",40.1125,-5.944444444,"gsim"
"14785","ES_0000417",39.98305556,-6.271111111,"gsim"
"14786","ES_0000418",40.12638889,-6.578333333,"gsim"
"14787","ES_0000419",40.26138889,-2.968055556,"gsim"
"14788","ES_0000420",39.83305556,-4.286666667,"gsim"
"14789","ES_0000421",39.77916667,-5.611666667,"gsim"
"14790","ES_0000422",40.86888889,-3.466111111,"gsim"
"14791","ES_0000423",40.98166667,-3.656111111,"gsim"
"14792","ES_0000424",40.99416667,-3.571388889,"gsim"
"14793","ES_0000425",40.91333333,-3.471944444,"gsim"
"14794","ES_0000426",40.75777778,-3.623888889,"gsim"
"14795","ES_0000427",41.0625,-2.8,"gsim"
"14796","ES_0000428",40.99027778,-3.196111111,"gsim"
"14797","ES_0000429",40.1525,-5.044166667,"gsim"
"14798","ES_0000430",39.81611111,-6.982222222,"gsim"
"14799","ES_0000431",41.135,-3.194166667,"gsim"
"14800","ES_0000432",39.66444444,-5.958333333,"gsim"
"14801","ES_0000433",39.57527778,-6.995833333,"gsim"
"14802","ES_0000434",40.17194444,-2.687777778,"gsim"
"14803","ES_0000435",40.26361111,-2.546111111,"gsim"
"14804","ES_0000436",40.13805556,-3.579444444,"gsim"
"14805","ES_0000437",40.08527778,-3.607222222,"gsim"
"14806","ES_0000438",40.36388889,-3.6825,"gsim"
"14807","ES_0000439",40.325,-3.553611111,"gsim"
"14808","ES_0000440",40.41527778,-3.720833333,"gsim"
"14809","ES_0000441",40.30055556,-3.94,"gsim"
"14810","ES_0000442",40.4125,-4.321111111,"gsim"
"14811","ES_0000443",40.53888889,-4.049444444,"gsim"
"14812","ES_0000444",40.50333333,-5.945,"gsim"
"14813","ES_0000445",40.16611111,-4.399722222,"gsim"
"14814","ES_0000446",39.93416667,-5.903333333,"gsim"
"14815","ES_0000447",40.42583333,-2.325,"gsim"
"14816","ES_0000448",40.52444444,-3.786666667,"gsim"
"14817","ES_0000449",40.30888889,-4.217777778,"gsim"
"14818","ES_0000450",40.71361111,-4.001944444,"gsim"
"14819","ES_0000451",40.66805556,-4.120555556,"gsim"
"14820","ES_0000452",40.75055556,-4.036944444,"gsim"
"14821","ES_0000453",40.49305556,-3.935277778,"gsim"
"14822","ES_0000454",40.94833333,-3.563055556,"gsim"
"14823","ES_0000455",40.945,-3.774166667,"gsim"
"14824","ES_0000456",39.63361111,-4.554166667,"gsim"
"14825","ES_0000457",40.37111111,-4.135277778,"gsim"
"14826","ES_0000458",40.04888889,-5.142222222,"gsim"
"14827","ES_0000459",40.42555556,-6.012777778,"gsim"
"14828","ES_0000460",40.53305556,-2.154722222,"gsim"
"14829","ES_0000461",39.77555556,-5.087777778,"gsim"
"14830","ES_0000462",39.81472222,-4.096388889,"gsim"
"14831","ES_0000463",39.77222222,-4.565833333,"gsim"
"14832","ES_0000464",39.91972222,-4.580555556,"gsim"
"14833","ES_0000465",39.77333333,-4.845833333,"gsim"
"14834","ES_0000466",40.4275,-5.8925,"gsim"
"14835","ES_0000467",40.48638889,-6.005277778,"gsim"
"14836","ES_0000468",39.50194444,-6.114722222,"gsim"
"14837","ES_0000469",39.77277778,-5.518333333,"gsim"
"14838","ES_0000470",39.76194444,-5.418333333,"gsim"
"14839","ES_0000471",40.01888889,-5.590833333,"gsim"
"14840","ES_0000472",39.90944444,-3.867777778,"gsim"
"14841","ES_0000473",40.40888889,-4.703055556,"gsim"
"14842","ES_0000474",39.89222222,-3.890833333,"gsim"
"14843","ES_0000475",40.38472222,-6.188333333,"gsim"
"14844","ES_0000476",40.42472222,-6.142222222,"gsim"
"14845","ES_0000477",40.54583333,-3.0225,"gsim"
"14846","ES_0000478",40.05805556,-6.632777778,"gsim"
"14847","ES_0000479",39.98277778,-34.53111111,"gsim"
"14848","ES_0000480",40.38805556,-5.787777778,"gsim"
"14849","ES_0000481",40.30388889,-6.263055556,"gsim"
"14850","ES_0000482",40.53222222,-3.789722222,"gsim"
"14851","ES_0000483",40.21666667,-6.440277778,"gsim"
"14852","ES_0000484",39.33555556,-6.486388889,"gsim"
"14853","ES_0000485",40.11027778,-3.148611111,"gsim"
"14854","ES_0000486",40.28916667,-2.772777778,"gsim"
"14855","ES_0000487",39.45861111,-5.924722222,"gsim"
"14856","ES_0000488",39.91972222,-4.703888889,"gsim"
"14857","ES_0000489",39.80083333,-4.086111111,"gsim"
"14858","ES_0000490",39.57416667,-6.991666667,"gsim"
"14859","ES_0000491",40.9625,-2.726944444,"gsim"
"14860","ES_0000492",40.79805556,-3.08,"gsim"
"14861","ES_0000493",39.7425,-5.056944444,"gsim"
"14862","ES_0000494",40.04555556,-3.56,"gsim"
"14863","ES_0000495",40.03972222,-3.364722222,"gsim"
"14864","ES_0000496",40.30472222,-3.596111111,"gsim"
"14865","ES_0000497",40.54,-3.787777778,"gsim"
"14866","ES_0000498",39.48916667,-6.297777778,"gsim"
"14867","ES_0000499",40.02722222,-4.05,"gsim"
"14868","ES_0000500",40.68083333,-1.964722222,"gsim"
"14869","ES_0000501",40.63583333,-2.65,"gsim"
"14870","ES_0000502",40.55666667,-2.655555556,"gsim"
"14871","ES_0000503",40.50027778,-3.560277778,"gsim"
"14872","ES_0000504",39.46777778,-7.205277778,"gsim"
"14873","ES_0000505",39.60694444,-5.908611111,"gsim"
"14874","ES_0000506",40.115,-6.894166667,"gsim"
"14875","ES_0000507",40.18111111,-6.6925,"gsim"
"14876","ES_0000508",39.76638889,-6.429444444,"gsim"
"14877","ES_0000509",39.66527778,-7.538888889,"gsim"
"14878","ES_0000510",39.83305556,-4.286666667,"gsim"
"14879","ES_0000511",39.87361111,-3.989444444,"gsim"
"14880","ES_0000512",40.27583333,-2.956111111,"gsim"
"14881","ES_0000513",40.04444444,-3.401944444,"gsim"
"14882","ES_0000514",39.89138889,-3.956944444,"gsim"
"14883","ES_0000515",39.96111111,-4.683333333,"gsim"
"14884","ES_0000516",39.78888889,-5.113333333,"gsim"
"14885","ES_0000517",39.83527778,-6.049166667,"gsim"
"14886","ES_0000518",39.76388889,-6.801666667,"gsim"
"14887","ES_0000519",39.98361111,-6.303055556,"gsim"
"14888","ES_0000520",38.92833333,-2.8275,"gsim"
"14889","ES_0000521",38.93722222,-2.844444444,"gsim"
"14890","ES_0000522",38.97888889,-2.891944444,"gsim"
"14891","ES_0000523",39.05388889,-4,"gsim"
"14892","ES_0000524",38.89416667,-4.113888889,"gsim"
"14893","ES_0000525",38.98416667,-4.305555556,"gsim"
"14894","ES_0000526",39.37083333,-5.0175,"gsim"
"14895","ES_0000527",39.01888889,-4.491388889,"gsim"
"14896","ES_0000528",39.14,-5.180833333,"gsim"
"14897","ES_0000529",39.01972222,-5.648888889,"gsim"
"14898","ES_0000530",39.02083333,-5.799722222,"gsim"
"14899","ES_0000531",38.915,-6.348611111,"gsim"
"14900","ES_0000532",38.96888889,-5.961111111,"gsim"
"14901","ES_0000533",38.90833333,-6.343611111,"gsim"
"14902","ES_0000534",38.88361111,-6.975833333,"gsim"
"14903","ES_0000535",38.84138889,-7.076944444,"gsim"
"14904","ES_0000536",38.99472222,-2.9075,"gsim"
"14905","ES_0000537",39.11361111,-3.761666667,"gsim"
"14906","ES_0000538",38.90555556,-6.763333333,"gsim"
"14907","ES_0000539",38.8875,-6.480833333,"gsim"
"14908","ES_0000540",38.86333333,-7.016111111,"gsim"
"14909","ES_0000541",38.84722222,-3.149166667,"gsim"
"14910","ES_0000542",39.07666667,-3.598888889,"gsim"
"14911","ES_0000543",38.89027778,-4.018333333,"gsim"
"14912","ES_0000544",38.91805556,-5.478333333,"gsim"
"14913","ES_0000545",39.00166667,-5.757222222,"gsim"
"14914","ES_0000546",38.89055556,-4.403611111,"gsim"
"14915","ES_0000547",39.05611111,-3.016666667,"gsim"
"14916","ES_0000548",38.875,-3.174166667,"gsim"
"14917","ES_0000549",39.12805556,-3.933333333,"gsim"
"14918","ES_0000550",39.88472222,-2.799722222,"gsim"
"14919","ES_0000551",39.76083333,-3.165277778,"gsim"
"14920","ES_0000552",39.34444444,-2.878611111,"gsim"
"14921","ES_0000553",39.08777778,-2.561944444,"gsim"
"14922","ES_0000554",39.30305556,-2.790833333,"gsim"
"14923","ES_0000555",39.46388889,-3.5925,"gsim"
"14924","ES_0000556",39.37916667,-3.321388889,"gsim"
"14925","ES_0000557",39.10333333,-3.921111111,"gsim"
"14926","ES_0000558",39.04305556,-4.027777778,"gsim"
"14927","ES_0000559",38.68972222,-3.28,"gsim"
"14928","ES_0000560",38.76055556,-3.785833333,"gsim"
"14929","ES_0000561",39.25944444,-4.265833333,"gsim"
"14930","ES_0000562",38.52888889,-6.501944444,"gsim"
"14931","ES_0000563",37.96027778,-6.743611111,"gsim"
"14932","ES_0000564",37.96805556,-6.770277778,"gsim"
"14933","ES_0000565",37.97833333,-6.951388889,"gsim"
"14934","ES_0000566",37.98611111,-6.97,"gsim"
"14935","ES_0000567",37.98027778,-6.941944444,"gsim"
"14936","ES_0000568",37.64277778,-7.261388889,"gsim"
"14937","ES_0000569",38.48138889,-6.483333333,"gsim"
"14938","ES_0000570",38.79222222,-6.267222222,"gsim"
"14939","ES_0000571",38.71444444,-6.816666667,"gsim"
"14940","ES_0000572",38.88138889,-6.775,"gsim"
"14941","ES_0000573",37.69722222,-7.278611111,"gsim"
"14942","ES_0000574",37.72472222,-7.323888889,"gsim"
"14943","ES_0000575",38.23166667,-6.884166667,"gsim"
"14944","ES_0000576",37.95222222,-7.211111111,"gsim"
"14945","ES_0000577",39.64388889,-3.079722222,"gsim"
"14946","ES_0000578",39.41611111,-3.308611111,"gsim"
"14947","ES_0000579",39.30277778,-3.363888889,"gsim"
"14948","ES_0000580",39.37888889,-2.568055556,"gsim"
"14949","ES_0000581",39.31,-3.154166667,"gsim"
"14950","ES_0000582",39.10472222,-2.581666667,"gsim"
"14951","ES_0000583",39.17611111,-3.878333333,"gsim"
"14952","ES_0000584",39.17694444,-3.876111111,"gsim"
"14953","ES_0000585",39.17222222,-3.97,"gsim"
"14954","ES_0000586",39.36916667,-4.253055556,"gsim"
"14955","ES_0000587",38.9875,-4.284444444,"gsim"
"14956","ES_0000588",39.37777778,-5.028333333,"gsim"
"14957","ES_0000589",39.30805556,-5.162777778,"gsim"
"14958","ES_0000590",38.98638889,-4.286111111,"gsim"
"14959","ES_0000591",39.0275,-5.816388889,"gsim"
"14960","ES_0000592",39.34083333,-5.163055556,"gsim"
"14961","ES_0000593",39.35972222,-2.5775,"gsim"
"14962","ES_0000594",38.89083333,-6.187777778,"gsim"
"14963","ES_0000595",38.53944444,-6.116944444,"gsim"
"14964","ES_0000596",38.72722222,-6.138611111,"gsim"
"14965","ES_0000597",38.65083333,-6.0675,"gsim"
"14966","ES_0000598",38.70666667,-6.328333333,"gsim"
"14967","ES_0000599",38.79222222,-6.267222222,"gsim"
"14968","ES_0000600",39.14361111,-6.431111111,"gsim"
"14969","ES_0000601",39.04722222,-6.338611111,"gsim"
"14970","ES_0000602",38.90527778,-6.440833333,"gsim"
"14971","ES_0000603",38.96472222,-6.520277778,"gsim"
"14972","ES_0000604",38.59833333,-6.493888889,"gsim"
"14973","ES_0000605",38.85305556,-6.688333333,"gsim"
"14974","ES_0000606",38.86027778,-6.720555556,"gsim"
"14975","ES_0000607",38.94972222,-6.737222222,"gsim"
"14976","ES_0000608",38.94194444,-6.815,"gsim"
"14977","ES_0000609",39.14638889,-6.869722222,"gsim"
"14978","ES_0000610",39.13277778,-7.035833333,"gsim"
"14979","ES_0000611",38.965,-6.9275,"gsim"
"14980","ES_0000612",38.86916667,-6.897222222,"gsim"
"14981","ES_0000613",38.82833333,-6.958333333,"gsim"
"14982","ES_0000614",38.87972222,-6.993611111,"gsim"
"14983","ES_0000615",39.38083333,-5.376666667,"gsim"
"14984","ES_0000616",38.95666667,-6.519166667,"gsim"
"14985","ES_0000617",39.04555556,-5.803055556,"gsim"
"14986","ES_0000618",38.91638889,-6.956666667,"gsim"
"14987","ES_0000619",39.06666667,-6.285833333,"gsim"
"14988","ES_0000620",39.10277778,-4.582222222,"gsim"
"14989","ES_0000621",39.38166667,-4.735,"gsim"
"14990","ES_0000622",39.45194444,-4.819166667,"gsim"
"14991","ES_0000623",39.45583333,-4.976388889,"gsim"
"14992","ES_0000624",38.98583333,-5.538888889,"gsim"
"14993","ES_0000625",38.545,-5.010277778,"gsim"
"14994","ES_0000626",38.67666667,-5.161666667,"gsim"
"14995","ES_0000627",38.71833333,-4.970833333,"gsim"
"14996","ES_0000628",38.87944444,-4.929444444,"gsim"
"14997","ES_0000629",39.04361111,-4.976944444,"gsim"
"14998","ES_0000630",39.01416667,-4.944444444,"gsim"
"14999","ES_0000631",38.91111111,-5.490833333,"gsim"
"15000","ES_0000632",38.87777778,-5.565277778,"gsim"
"15001","ES_0000633",39.22138889,-5.541666667,"gsim"
"15002","ES_0000634",39.24305556,-5.739722222,"gsim"
"15003","ES_0000635",39.03333333,-5.91,"gsim"
"15004","ES_0000636",38.95138889,-5.928888889,"gsim"
"15005","ES_0000637",38.89333333,-5.986111111,"gsim"
"15006","ES_0000638",39.16138889,-5.995277778,"gsim"
"15007","ES_0000639",39.01527778,-6.048333333,"gsim"
"15008","ES_0000640",39.2,-3.585833333,"gsim"
"15009","ES_0000641",39.05833333,-3.028888889,"gsim"
"15010","ES_0000642",39.14694444,-4.651111111,"gsim"
"15011","ES_0000643",39.13444444,-3.5675,"gsim"
"15012","ES_0000644",39.35722222,-4.931666667,"gsim"
"15013","ES_0000645",39.155,-5.182777778,"gsim"
"15014","ES_0000646",39.21805556,-4.278055556,"gsim"
"15015","ES_0000647",39.43944444,-4.563611111,"gsim"
"15016","ES_0000648",39.39583333,-4.96,"gsim"
"15017","ES_0000649",39.45583333,-4.976388889,"gsim"
"15018","ES_0000650",38.91611111,-5.413055556,"gsim"
"15019","ES_0000651",39.055,-6.32,"gsim"
"15020","ES_0000652",38.96861111,-5.961388889,"gsim"
"15021","ES_0000653",37.99583333,-6.745277778,"gsim"
"15022","ES_0000654",38.83444444,-6.280833333,"gsim"
"15023","ES_0000655",38.78444444,-6.272777778,"gsim"
"15024","ES_0000656",38.89777778,-6.94,"gsim"
"15025","ES_0000657",38.76638889,-3.733888889,"gsim"
"15026","ES_0000658",39.47194444,-3.571944444,"gsim"
"15027","ES_0000659",38.18027778,-2.834722222,"gsim"
"15028","ES_0000660",37.94611111,-3.221111111,"gsim"
"15029","ES_0000661",37.90972222,-3.411388889,"gsim"
"15030","ES_0000662",37.98555556,-3.798611111,"gsim"
"15031","ES_0000663",37.69472222,-5.330277778,"gsim"
"15032","ES_0000664",37.71861111,-5.2875,"gsim"
"15033","ES_0000665",37.59083333,-5.828611111,"gsim"
"15034","ES_0000666",37.88666667,-2.669444444,"gsim"
"15035","ES_0000667",37.85222222,-2.653611111,"gsim"
"15036","ES_0000668",37.82166667,-4.803333333,"gsim"
"15037","ES_0000669",37.79666667,-2.780833333,"gsim"
"15038","ES_0000670",37.59722222,-3.0075,"gsim"
"15039","ES_0000671",37.56222222,-2.956944444,"gsim"
"15040","ES_0000672",37.16388889,-3.491666667,"gsim"
"15041","ES_0000673",37.22166667,-3.424444444,"gsim"
"15042","ES_0000674",37.8825,-3.210277778,"gsim"
"15043","ES_0000675",37.7475,-3.358333333,"gsim"
"15044","ES_0000676",38.31888889,-2.941666667,"gsim"
"15045","ES_0000677",38.14,-3.535277778,"gsim"
"15046","ES_0000678",38.12583333,-3.3575,"gsim"
"15047","ES_0000679",37.97583333,-3.779722222,"gsim"
"15048","ES_0000680",38.06305556,-4.251388889,"gsim"
"15049","ES_0000681",37.16472222,-3.515,"gsim"
"15050","ES_0000682",37.11638889,-3.471388889,"gsim"
"15051","ES_0000683",37.27472222,-3.686666667,"gsim"
"15052","ES_0000684",37.35222222,-3.701388889,"gsim"
"15053","ES_0000685",37.26,-3.767777778,"gsim"
"15054","ES_0000686",37.43055556,-3.683055556,"gsim"
"15055","ES_0000687",37.09472222,-3.933888889,"gsim"
"15056","ES_0000688",37.17638889,-4.165277778,"gsim"
"15057","ES_0000689",37.275,-4.388888889,"gsim"
"15058","ES_0000690",37.39222222,-4.778333333,"gsim"
"15059","ES_0000691",37.55944444,-5.076388889,"gsim"
"15060","ES_0000692",37.43361111,-3.727777778,"gsim"
"15061","ES_0000693",37.15555556,-3.433333333,"gsim"
"15062","ES_0000694",37.15138889,-3.197777778,"gsim"
"15063","ES_0000695",37.13277778,-3.133055556,"gsim"
"15064","ES_0000696",37.89722222,-2.487777778,"gsim"
"15065","ES_0000697",37.525,-6.188333333,"gsim"
"15066","ES_0000698",37.35444444,-5.958055556,"gsim"
"15067","ES_0000699",38.13361111,-3.256388889,"gsim"
"15068","ES_0000700",38.11583333,-3.450833333,"gsim"
"15069","ES_0000701",38.09805556,-3.516944444,"gsim"
"15070","ES_0000702",37.9525,-3.617222222,"gsim"
"15071","ES_0000703",37.98305556,-3.802777778,"gsim"
"15072","ES_0000704",38.01694444,-3.994166667,"gsim"
"15073","ES_0000705",38.06527778,-4.143611111,"gsim"
"15074","ES_0000706",38.06138889,-4.169444444,"gsim"
"15075","ES_0000707",38.025,-4.214444444,"gsim"
"15076","ES_0000708",38.01472222,-4.328333333,"gsim"
"15077","ES_0000709",38.02277778,-4.3575,"gsim"
"15078","ES_0000710",37.97638889,-4.492222222,"gsim"
"15079","ES_0000711",37.88166667,-4.771111111,"gsim"
"15080","ES_0000712",37.8,-5.073055556,"gsim"
"15081","ES_0000713",37.51944444,-5.975555556,"gsim"
"15082","ES_0000714",38.22416667,-3.974166667,"gsim"
"15083","ES_0000715",37.35194444,-6.020833333,"gsim"
"15084","ES_0000716",37.30416667,-6.258611111,"gsim"
"15085","ES_0000717",37.20333333,-3.941111111,"gsim"
"15086","ES_0000718",37.69222222,-4.502222222,"gsim"
"15087","ES_0000719",37.64361111,-4.064722222,"gsim"
"15088","ES_0000720",37.78555556,-3.744166667,"gsim"
"15089","ES_0000721",37.76138889,-3.75,"gsim"
"15090","ES_0000722",37.06611111,-3.550277778,"gsim"
"15091","ES_0000723",37.15722222,-4.205555556,"gsim"
"15092","ES_0000724",37.43777778,-6.213611111,"gsim"
"15093","ES_0000725",37.31138889,-4.185833333,"gsim"
"15094","ES_0000726",37.36666667,-3.8025,"gsim"
"15095","ES_0000727",37.37138889,-4.602222222,"gsim"
"15096","ES_0000728",37.16944444,-3.595,"gsim"
"15097","ES_0000729",38.01777778,-3.635277778,"gsim"
"15098","ES_0000730",38.03222222,-3.776666667,"gsim"
"15099","ES_0000731",38.04305556,-4.673333333,"gsim"
"15100","ES_0000732",37.80694444,-5.016666667,"gsim"
"15101","ES_0000733",37.67194444,-5.206944444,"gsim"
"15102","ES_0000734",37.64555556,-5.520833333,"gsim"
"15103","ES_0000735",37.565,-5.605555556,"gsim"
"15104","ES_0000736",37.71666667,-5.879722222,"gsim"
"15105","ES_0000737",37.3625,-5.902777778,"gsim"
"15106","ES_0000738",37.59527778,-3.116388889,"gsim"
"15107","ES_0000739",37.93194444,-2.926944444,"gsim"
"15108","ES_0000740",38.07555556,-3.018611111,"gsim"
"15109","ES_0000741",38.02555556,-3.103611111,"gsim"
"15110","ES_0000742",37.67361111,-3.564722222,"gsim"
"15111","ES_0000743",38.66055556,-4.017777778,"gsim"
"15112","ES_0000744",37.53611111,-3.104166667,"gsim"
"15113","ES_0000745",38.04194444,-4.4275,"gsim"
"15114","ES_0000746",37.29638889,-4.760833333,"gsim"
"15115","ES_0000747",37.14111111,-5.288611111,"gsim"
"15116","ES_0000748",38.05416667,-5.411388889,"gsim"
"15117","ES_0000749",37.48083333,-3.839166667,"gsim"
"15118","ES_0000750",37.61055556,-3.691666667,"gsim"
"15119","ES_0000751",37.49944444,-4.756666667,"gsim"
"15120","ES_0000752",37.20861111,-6.269444444,"gsim"
"15121","ES_0000753",37.31638889,-3.1425,"gsim"
"15122","ES_0000754",38.10138889,-2.986388889,"gsim"
"15123","ES_0000755",37.8325,-4.881388889,"gsim"
"15124","ES_0000756",37.7,-5.311388889,"gsim"
"15125","ES_0000757",38.36722222,-3.269722222,"gsim"
"15126","ES_0000758",38.36722222,-3.947222222,"gsim"
"15127","ES_0000759",37.82416667,-4.846666667,"gsim"
"15128","ES_0000760",37.87916667,-2.755833333,"gsim"
"15129","ES_0000761",37.9,-5.21,"gsim"
"15130","ES_0000762",37.14277778,-3.403611111,"gsim"
"15131","ES_0000763",38.23222222,-5.126666667,"gsim"
"15132","ES_0000764",37.17083333,-3.169722222,"gsim"
"15133","ES_0000765",37.15638889,-3.188055556,"gsim"
"15134","ES_0000766",38.04305556,-4.673333333,"gsim"
"15135","ES_0000767",37.82833333,-5.041666667,"gsim"
"15136","ES_0000768",37.82861111,-5.237222222,"gsim"
"15137","ES_0000769",37.57583333,-5.866944444,"gsim"
"15138","ES_0000770",38.39277778,-2.207777778,"gsim"
"15139","ES_0000771",38.19916667,-2.265833333,"gsim"
"15140","ES_0000772",38.50694444,-1.856666667,"gsim"
"15141","ES_0000773",38.40722222,-1.656111111,"gsim"
"15142","ES_0000774",38.51472222,-1.933888889,"gsim"
"15143","ES_0000775",38.23972222,-1.557222222,"gsim"
"15144","ES_0000776",38.22694444,-1.597222222,"gsim"
"15145","ES_0000777",38.15944444,-2.288888889,"gsim"
"15146","ES_0000778",38.31305556,-1.668611111,"gsim"
"15147","ES_0000779",38.26111111,-1.721666667,"gsim"
"15148","ES_0000780",38.24638889,-1.691388889,"gsim"
"15149","ES_0000781",38.36861111,-1.768333333,"gsim"
"15150","ES_0000782",38.24138889,-1.682222222,"gsim"
"15151","ES_0000783",38.31916667,-2.329722222,"gsim"
"15152","ES_0000784",38.23888889,-1.429722222,"gsim"
"15153","ES_0000785",38.20166667,-1.385833333,"gsim"
"15154","ES_0000786",38.12972222,-1.301666667,"gsim"
"15155","ES_0000787",38.06138889,-1.485555556,"gsim"
"15156","ES_0000788",38.04111111,-1.424444444,"gsim"
"15157","ES_0000789",37.98305556,-1.118611111,"gsim"
"15158","ES_0000790",37.80638889,-1.963333333,"gsim"
"15159","ES_0000791",37.72527778,-1.457222222,"gsim"
"15160","ES_0000792",38.33833333,-1.650833333,"gsim"
"15161","ES_0000793",37.93638889,-1.218888889,"gsim"
"15162","ES_0000794",38.08777778,-0.954722222,"gsim"
"15163","ES_0000795",38.09027778,-0.720277778,"gsim"
"15164","ES_0000796",38.09388889,-0.660277778,"gsim"
"15165","ES_0000797",37.77166667,-1.879166667,"gsim"
"15166","ES_0000798",37.73,-1.86,"gsim"
"15167","ES_0000799",37.73722222,-1.818611111,"gsim"
"15168","ES_0000800",38.41194444,-2.308888889,"gsim"
"15169","ES_0000801",38.17805556,-1.646388889,"gsim"
"15170","ES_0000802",38.2675,-1.7075,"gsim"
"15171","ES_0000803",37.82444444,-2.002777778,"gsim"
"15172","ES_0000804",38.15027778,-1.749722222,"gsim"
"15173","ES_0000805",38.39611111,-2.159166667,"gsim"
"15174","ES_0000806",38.1325,-1.764722222,"gsim"
"15175","ES_0000807",37.81416667,-1.376388889,"gsim"
"15176","ES_0000808",38.3425,-1.689722222,"gsim"
"15177","ES_0000809",38.54333333,-1.963055556,"gsim"
"15178","ES_0000810",38.21055556,-1.846666667,"gsim"
"15179","ES_0000811",38.03611111,-1.887222222,"gsim"
"15180","ES_0000812",38.2375,-1.491666667,"gsim"
"15181","ES_0000813",38.39416667,-2.158055556,"gsim"
"15182","ES_0000814",38.41,-2.011666667,"gsim"
